id,filename,label,category,stt_text,human_transcription,ref_len,cer,sub,del,ins,whitespace
S00000448_t0034,0034.wav,0,교육,저희 카드 정보도 다 폐기해 주세요. 중앙교육 나름 큰 회사라고서 믿고 있었는데 이런 식으로 개인정보 처리하시면 안 되는 거예요,저희 카드 정보도 다 폐기 해주세요. 중앙교육 나름 큰 회사라서 믿고 있었는데 이런식으로 개인정보 처리하시면 안 되는 거예요.,70,0.071429,2,1,2,3
S00000448_t0036,0036.wav,0,교육,"이런 일 계속 반복되면 실내도 떨어지는 거 아셔야 해요. 저희는 그나마 선생님이 좋았고, 이 아이가 만족했으니까 넘어가는 거지 다른 엄마들 이런일 안 참아요. 아시죠?",이런일 계속 반복되면 신뢰도 떨어지는 걸 아셔야 해요. 저희 는 그나마 선생님이 좋았고 이 아이가 만족했습니까 넘어가는 거지 다른 엄마들 이런 일 안 참아요. 아시죠?,93,0.086022,4,2,2,3
S00000448_t0038,0038.wav,0,교육,그럼 함부되는 걸로 알고 이만 끊을게요.,그럼 환불되는 걸로 알고 이만 끊을게요.,22,0.090909,2,0,0,0
S00000448_t0039,0039.wav,0,교육,네 감사합니다. 상담사 이진혁이었습니다,네 감사합니다. 상담사 이진혁이었습니다.,22,0.045455,0,1,0,0
S00000489_t0002,0002.wav,0,교육,안녕하세요. 결제 때문에 조용한 분이었어요,"안녕하세요, 결제 때문에 (전화)/(종화) 드렸어요.",29,0.482759,8,6,0,2
S00000489_t0003,0003.wav,0,교육,중앙교육 학습집을 몇 년 했었고요. 지금은 학습지 이용 안 하고 있거든요 그리고 저희 소초로 이사했고요,분당 살 때 중앙교육 학습지 몇 년 했었고요. 지금은 학습지 이용 안하고 있거든요. 그리고 저희 서초로 이사 했고요.,65,0.215385,2,10,2,5
S00000489_t0005,0005.wav,0,교육,근데 며칠 전에 갑자기 여기 학습기 결제 문자 같더라고요 18만 원이 결제됐는데,근데 며칠 전에 갑자기 여기 학습지 결제 문자가 뜨더라고요. (18만원)/(십 팔만 원)이 결제됐는데,56,0.250000,2,12,0,1
S00000489_t0006,0006.wav,0,교육,지금 여기 학습기 이용을 안 하고 있어요. 어떻게 된 건가요?,저희 지금 여기 학습지 이용을 안 하고 있어요. 어떻게 된 건가요?,37,0.108108,1,3,0,1
S00000489_t0008,0008.wav,0,교육,빨리 알아 봐주세요 그때 분명히 선생님하고,네. 빨리 알아봐주세요. 그때 분명히 선생님하고,26,0.192308,0,4,1,2
S00000489_t0009,0009.wav,0,교육,설 인사에 곧 맞추고 끝났는데 갑자기 긴급 문자 와서 놀랐거든요.,잘 인사했고 마치고 끝냈는데 갑자기 결제 문자 와서 놀랐거든요.,35,0.257143,8,0,1,1
S00000489_t0010,0010.wav,0,교육,"네, 알아보면 되고 학습 종료가 안 된 걸로 나와 있습니다.",네. 알아본 결과 학습 종료가 안 된 걸로 나와있습니다.,31,0.193548,4,0,2,1
S00000489_t0011,0011.wav,0,교육,학습이 종료가 안됐다고요?,학습이 종료가 안 됐다고요?,15,0.066667,0,1,0,1
S00000489_t0012,0012.wav,0,교육,거의 저번에 분명히 끝나고 이사까지 했는데요,저희 저번에 분명히 끝내고 이사까지 했는데요?,25,0.160000,3,1,0,0
S00000489_t0014,0014.wav,0,교육,선생님하고 어떻게 이야기를 하시리 종료가 안 돼요?,선생님하고 어떻게 이야기 u/ 학습지 종료가 안 돼요?,30,0.200000,4,2,0,1
S00000489_t0015,0015.wav,0,교육,바라보고 처리해 드리겠습니다.,알아보고 처리해 드리겠습니다.,16,0.125000,2,0,0,0
S00000489_t0016,0016.wav,0,교육,철회 해주는 건 당연하고요. 그것보다 저희 카드 번호도 분명히 개인정보인데,처리해주는 건 당연하고요. 그것보다 저희 카드번호도 분명히 개인정보인데,39,0.102564,2,0,2,2
S00000489_t0017,0017.wav,0,교육,3장은 삭제해야 하는 거 아닌가요?,해지하면 삭제해야 하는 거 아닌가요?,20,0.200000,3,1,0,0
S00000489_t0018,0018.wav,0,교육,저희 학습지할 때도 결제금액 이상해서 고객 센터에 문의해 보니까,"예전에 저희 학습지 할 때도 결제금액 이상해서 고객센터에 문의 해보니까,",40,0.225000,2,6,1,5
S00000489_t0019,0019.wav,0,교육,하지만 아직도 아는 거목을 등록시켜서 그게 두 달 부위나 결제가 됐더라고요.,저희가 하지도 않은 과목을 등록 시켜서 그게 (2달)/(두 달) 분이나 결제가 됐더라고요?,50,0.380000,11,8,0,1
S00000489_t0021,0021.wav,0,교육,저희가 알았으니까 몰랐으면 그렇게 남은 계좌에서 돈 계속 빠져나갔을 거 아니에요.,"저희가 알았으니까 망정이지, 몰랐으면 그렇게 남 계좌에서 돈 계속 빠져 나갔을 거 아니에요?",51,0.176471,1,7,1,2
S00000489_t0022,0022.wav,0,교육,공기같은 것도 안 해주고,통지 같은 것도 안 해주고.,15,0.266667,2,2,0,1
S00000489_t0024,0024.wav,0,교육,이때는 이제 얘기가 여기 선님도 좋아하고 또 마음에 들어서,그때는 이제 애가 여기에 선생님도 좋아하고 학습지도 맘에 들어하고 있어서,40,0.400000,6,9,1,3
S00000489_t0025,0025.wav,0,교육,그냥 넘겼거든요 남편 이런 걸 그냥 넘기면 안 된다고 했지만,"그냥 넘겼거든요. 남편이 이런 거 그냥 넘기면 안된다고 했지만,",35,0.142857,1,3,1,1
S00000489_t0026,0026.wav,0,교육,얘가 잘하고 있는데 괜히 선생님이 불편하게 만들어서 좋을 거 없으니까요.,애가 잘 하고 있는데 괜히 선생님 불편하게 만들어서 좋을 거 없으니까요.,40,0.075000,1,1,1,1
S00000489_t0027,0027.wav,0,교육,근데 저희 분명히 그만 뒀는데 결제되는 건 좀 아니잖아요.,근데 저희 분명히 그만 뒀는데 결제되는 건 좀 아니잖아요.,32,0.000000,0,0,0,0
S00000489_t0028,0028.wav,0,교육,한번 이해하고 넘어갔으면 좀 더 조심해져야 하는 거 아니에요?,한번 이해하고 넘어갔으면 좀 더 조심해줘야 하는 거 아닌가요?,34,0.088235,3,0,0,0
S00000489_t0030,0030.wav,0,교육,그럼 이걸 어떻게 채워줄까요?,(그러면)/(그러믄) 이거 어떻게 처리해 줄 거예요?,29,0.620690,5,13,0,2
S00000489_t0031,0031.wav,0,교육,저는 지금 당장 학습 종료해 주시고요.,"저는 지금 당장 학습 종료 해주시고요,",21,0.142857,3,0,0,2
S00000489_t0032,0032.wav,0,교육,저희 길재된 금액 황부치를 주셨으면 좋겠어요.,저희 결제된 금액 환불처리 해주셨으면 좋겠어요.,26,0.269231,6,1,0,0
S00000489_t0033,0033.wav,0,교육,저희 이사 오고 나서 8호는 결지가 안 됐어요.,저희 이사오고 나서 바로는 결제가 안 됐어요.,25,0.160000,3,0,1,1
S00000489_t0034,0034.wav,0,교육,그러고 한 달 지나서 갑자기 결제되는 게 좀 이상하지 않아요. 계속 결제 됐으면 모르겠는데,(그리고)(그러고) (1달)/(한 달) 지나서 갑자기 결제되는 게 좀 이상하잖아요? 계속 결제됐으면 모르겠는데,61,0.311475,2,14,3,2
S00000489_t0035,0035.wav,0,교육,갑자기 신이 뜨니까 몰랐다고요.,갑자기 승인이 뜨니까 놀랐다고요.,18,0.166667,2,1,0,0
S00000489_t0036,0036.wav,0,교육,죄송합니다. 확인 후 처리해 드리겠습니다,죄송합니다. 확인 후 처리해 드리겠습니다.,23,0.043478,0,1,0,0
S00000489_t0037,0037.wav,0,교육,함부름 얼마나 가깝네요?,환불은 얼마나 걸리는데요?,14,0.500000,6,1,0,0
S00000489_t0038,0038.wav,0,교육,시스템상 바로 해제는 불가능합니다. 학습지는 한 달 후에 종료됩니다,시스템상 바로 해지는 불가능합니다. 학습지는 (1달)/(한 달) 후에 종료됩니다.,45,0.200000,1,8,0,0
S00000489_t0039,0039.wav,0,교육,아니 그건 바로 해주셔야죠. 저희는 분명 전에 다 했는데 시스템 그 정도인 거고요,"아니, 그건 바로 해주셔야죠. 저희는 분명 전에 해지 다 했는데, 시스템은 그 쪽 문제고요.",51,0.235294,4,7,1,3
S00000489_t0040,0040.wav,0,교육,저희는 지금 이용하지도 않은 학습기가 결계됐으니까,저희는 지금 이용하지도 않은 학습지가 결제됐으니까,27,0.074074,2,0,0,0
S00000489_t0041,0041.wav,0,교육,금메고 돌려달라는 건데,"금액을 돌려달라는 건데,",13,0.230769,2,1,0,0
S00000489_t0042,0042.wav,0,교육,그걸 지금 바로 처리 좀 더 다닙고 미치겠다고요?,그걸 지금 바로 처리해주는 것도 아니고 늦추겠다고요?,29,0.310345,7,2,0,1
S00000489_t0043,0043.wav,0,교육,상부하기는 결제 취소는 바로 해드리겠습니다. 종년은 한 달 후에 가능하십니다,상부 확인 후 결제 취소는 바로 해드리겠습니다. 종료는 (1달)/(한 달) 후에 가능하십니다.,52,0.288462,5,10,0,2
S00000489_t0045,0045.wav,0,교육,그럼 일단 한본녀한테 해주세요.,그럼 일단 환불이라도 해주세요. 환불은 언제 받을 수 있는 거예요?,37,0.675676,5,20,0,6
S00000489_t0046,0046.wav,0,교육,"최소 1초, 길면 2주 정도 걸릴 거라 예상됩니다.","최소 (1주)/(일 주), 길면 (2주)/(이 주) 정도 걸릴거라 예상됩니다.",43,0.418605,1,16,1,3
S00000489_t0047,0047.wav,0,교육,너무 늦어요. 면배기지로 학습지회가 잘못인데 더 빨리 처리는 안 되는 거예요,o/ 너무 늦어요. 명백히 지금 학습지 회사 잘못인데 더 빨리 처리는 안되는 건가요? n/,50,0.340000,7,9,1,5
S00000489_t0048,0048.wav,0,교육,사장이라 불가능합니다.,사정이라 불가능합니다.,12,0.083333,1,0,0,0
S00000489_t0049,0049.wav,0,교육,아 정말 답답하네요. 엄마들이 계속 경증 결제 하라고 할 때,하/ 정말 답답하네요. 엄마들이 계속 현금결제 하라고 할 때,33,0.151515,3,1,1,1
S00000489_t0050,0050.wav,0,교육,선생님 조금 더 편하시다고 자동 결정도 했던 이런 일이 발생할 줄 누가 알았겠어요?,"선생님 조금 더 편하시라고 자동결제로 했더니, 이런 일이 발생할 줄 누가 알았겠어요.",47,0.170213,5,2,1,1
S00000489_t0051,0051.wav,0,교육,다 폐기해주세요,저희 카드정보도 다 폐기 해주세요.,19,0.578947,0,11,0,3
S00000489_t0052,0052.wav,0,교육,중앙교육 나름 큰 회사라고 믿고 있었는데 이런 식으로 개인정보 최대하시면 안 되는 거예요.,중앙교육 나름 큰 회사라 고+ 서 믿고 있었는데 이런 식으로 개인정보 처리하시면 안 되는 거예요.,54,0.111111,2,4,0,2
S00000489_t0054,0054.wav,0,교육,이런 게 계속 반복되면 실내도 떨어지는 거 아시아예요.,이런 일 계속 반복되면 신뢰도 떨어지는 거 아셔야 해요.,31,0.225806,6,1,0,1
S00000489_t0055,0055.wav,0,교육,저희는 그나마 선생님이...,저희는 그나마 선생님이,12,0.250000,0,0,3,0
S00000489_t0056,0056.wav,0,교육,"좋아, 과의가 만지겠으니까 넘어가는 거지","좋았고 아이가 만족했으니까 넘어가는 거지,",23,0.304348,6,1,0,0
S00000489_t0057,0057.wav,0,교육,다른 한마디 이런거 안 참아요 아시죠?,다른 엄마들 이런 일 안 참아요. 아시죠?,23,0.217391,3,2,0,1
S00000489_t0059,0059.wav,0,교육,그럼 함물되는 걸로 알고 이만 끊을게요,그럼 환불되는 걸로 알고 이만 끊을게요.,22,0.136364,2,1,0,0
S00000532_t0014,0014.wav,0,교육,예전에 저희 학습 시칼 때도 결제금이 이상해서 고기센터에 문해보니까 저희가 하중화하는 과목을 등록시켜서 그게 두 달 분이나 결제가 됐어라고요.,b/ 예전에 저희 학습지 할 때도 결제금액 이상해서 고객센터에 문의해보니까 b/ 저희가 하지도 않은 과목을 등록시켜서 그게 (2달)/(두 달) 분이나 결제가 (됐더라고요)/(됐더라구요)?,104,0.346154,11,25,0,5
S00000532_t0016,0016.wav,0,교육,저희가 알았으니 망정인지 몰랐으면 그렇게 남은 기저에서 돈 계속 빼내가는 거 아니에요? 통제 같은 것도 안 해주고,저희가 알았으니 망정이지 몰랐으면 그렇게 남의 계좌에서 돈 계속 빼내가는 거 아니에요? 통지 같은 것도 안 해주고.,64,0.093750,5,1,0,0
S00000532_t0018,0018.wav,0,교육,"그때는 이제 애가 여기 선생님도 좋아하고 확실지도 마음에 들어 하고 있어서 그냥 넘겼거든요. 남편은 이런 거 그냥 넘기면 안 된다고 했지만 애가 잘하고 있는데 괜히 선생님하게, 선생님 불편하게 만들어서 좋을 거 없으니까요",그때는 이제 애가 여기 선생님도 좋아하고 학습지도 맘에 들어하고 있어서 그냥 넘겼거든요. b/ 남편은 이런 거 그냥 넘기면 안 된다고 했지만 b/ 애가 잘하고 있는데 괜히 선생님에게+ 선생님 불편하게 b/ 만들어서 좋을 거 없으니까요.,131,0.129771,5,10,2,4
S00000532_t0019,0019.wav,0,교육,근데 저희 분명히 그만뒀는데 결제는 좀...결제되는 건 좀 아니잖아요?,근데 저희 분명히 그만뒀는데 결제는+ 좀+ 결제되는 건 좀 아니잖아요?,39,0.102564,2,1,1,1
S00000532_t0020,0020.wav,0,교육,한번 이해하고 넘어갈 수 있는 좀 더 조심해지는 거 아닌가요?,(1번)/(한 번) 이해하고 넘어갔으면 좀 더 조심해줘야 하는 거 아닌가요?,42,0.428571,4,11,3,4
S00000532_t0022,0022.wav,0,교육,그러면 이거 어떻게 처리해줄 거예요? 저는 지금 당장 합세 종료해 주시고 저희 결제된 금에 환불처리 해주셨으면 좋겠어요.,그러면 이거 어떻게 처리해줄 (거예요)/(거애요)? 저는 지금 당장 학습 종료해주시고 저희 결제된 금액 환불 처리해주셨으면 좋겠어요.,74,0.189189,3,9,2,3
S00000532_t0023,0023.wav,0,교육,"저희 사업은 바로 어느 결제가 안 됐어요. 그리고 한 달 지나서 갑자기 결제되는 게 이상하지 않아요? 계속 결제 됐으면 모르겠는데, 갑자기 스민뜨니까 놀랐다고요",저희 이사 오고 나서 바로는 결제가 안 됐어요. 그러고 (1달)/(한 달) 지나서 갑자기 결제되는 게 좀 이상하지 않아요? 계속 결제됐으면 모르겠는데 갑자기 승인 뜨니까 (놀랐다고요)/(놀랐다구요).,111,0.315315,9,24,2,4
S00000532_t0024,0024.wav,0,교육,죄송합니다. 확인을 처리해 드리겠습니다,죄송합니다. 확인 후 처리해드리겠습니다.,22,0.181818,1,2,1,2
S00000532_t0030,0030.wav,0,교육,최소 일주 길면 2주 정도 걸릴 거라 예상됩니다.,최소 (1주)/(일 주) 길면 (2주)/(이 주) 정도 걸릴 거라 예상됩니다.,43,0.372093,0,16,0,2
S00000532_t0032,0032.wav,0,교육,금융사 하정이라 불가능합니다.,금융사 사정이라 불가능합니다.,16,0.062500,1,0,0,0
S00000532_t0033,0033.wav,0,교육,아 정말 답답하네요. 엄마들이 계속 현금 결제 하라고 할 때 선생님 조금 더 편하시라고 자동결제를 했더니 이런 일 발생할지 누가 알았겠어요?,하/ 정말 답답하네요. 엄마들이 계속 현금결제하라고 할 때 선생님 조금 더 편하시라고 자동결제로 했더니 b/ 이런 일이 발생할 줄 누가 알았겠어요?,82,0.134146,3,6,2,4
S00000532_t0034,0034.wav,0,교육,저희 카드 정보도 다 폐기해주세요. 중앙교육 나름 큰 회사라고 믿고 있었는데 이런 식으로 개인정보 처지하시면 안 되는 거예요,저희 카드정보도 다 폐기해주세요. 중앙교육 나름 큰 회사라고 믿고 있었는데 이런 식으로 개인정보 처리하시면 안 되는 (거예요)/(거애요).,77,0.142857,1,9,1,1
S00000539_t0001,0001.wav,0,교육,네 고객님 중앙교육의 인혁 상담원입니다.,"네, 고객님, 중앙 교육의 이진혁 상담원입니다.",26,0.192308,1,4,0,1
S00000539_t0002,0002.wav,0,교육,안녕하세요. 절대 때문에 전화 드렸어요,u/ 하세요. 결제 때문에 전화드렸어요.,22,0.318182,4,2,1,2
S00000539_t0003,0003.wav,0,교육,분당팔 때 중학교 학습지 몇 년 했었고요. 지금은 학습 지 이용 안 하고 있거든요,어/ 분당 살 때 중앙교육 학습지 몇 년 했었고요. 지금은 학습지 이용 안 하고 있거든요?,50,0.180000,2,6,1,3
S00000539_t0004,0004.wav,0,교육,그리고 저희 사투로 이차둔 입구여,그리고 저희 서초로 이사도 (했고요)/(했구여).,27,0.518519,5,9,0,0
S00000539_t0007,0007.wav,0,교육,알아보겠습니다.,어/ 알아보겠습니다.,11,0.272727,0,3,0,1
S00000539_t0009,0009.wav,0,교육,"네, 안아본 결과 핫습 종류가 안된걸로 나와있습니다.","네, 알아본 결과 학습 종료가 안 된 걸로 나와있습니다.",31,0.161290,3,2,0,2
